kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Depok,Agribisnis,Mikro_Lv1,2875646,4,2,2,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,2304473,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1115995,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,720421,4,2,2,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv2,6504137,3,2,1,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,2641572,3,2,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,1260151,1,1,0,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,4811590,4,2,2,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,3541658,4,2,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,621284,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,661686,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv3,13030948,8,4,4,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,1924558,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4071194,3,1,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,1532018,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3882958,4,2,2,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,2756376,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1740962,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2531143,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3900755,4,2,2,1,1,1,3,1
Depok,Jasa,Mikro_Lv1,2823985,2,1,1,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,2116419,3,1,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4227303,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2808963,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,599919,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2348523,4,2,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,4284396,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4555235,2,1,1,1,0,0,1,0
Minggir,Perdagangan,Mikro_Lv1,2270358,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3662466,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,526014,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1391307,1,1,0,0,0,0,0,0
Prambanan,Agribisnis,Mikro_Lv1,1447226,4,2,2,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,2041661,4,2,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3853800,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3197862,2,1,1,1,0,0,1,0
Ngemplak,Agribisnis,Mikro_Lv1,2335647,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1394030,4,2,2,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv4,44572153,14,7,7,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,4707884,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv4,35698925,6,3,3,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,4477912,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,2080622,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,994496,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1447719,3,2,1,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,4962028,3,1,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1228165,3,2,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4814198,4,2,2,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,4638937,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2006610,4,2,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,2844591,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,1891864,2,1,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,3786996,1,1,0,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,4849487,3,1,2,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv2,5588829,1,1,0,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv2,6980343,4,2,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv2,8399928,6,3,3,1,1,0,2,1
Mlati,Perdagangan,Mikro_Lv1,4321476,1,0,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4808891,1,1,0,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,4155694,3,2,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3953822,3,1,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3899029,4,2,2,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,4426365,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4810500,1,0,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,764826,3,2,1,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,2725283,1,1,0,0,0,0,0,0
Prambanan,Agribisnis,Mikro_Lv1,2414461,2,1,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1016456,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4277343,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1408573,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2308711,3,2,1,1,1,0,2,1
Cangkringan,Jasa,Mikro_Lv1,4479062,1,1,0,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,1984632,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,2309875,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv3,13480069,7,4,3,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,3166753,2,1,1,1,0,0,1,0
Sleman,Agribisnis,Mikro_Lv1,4177264,2,1,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,769594,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4776945,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2990390,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3947822,3,2,1,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv2,8266011,3,2,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,4624029,4,2,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,3397270,4,2,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3706814,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4119603,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4475220,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3046210,1,0,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2420759,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4487400,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2962282,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2347669,4,2,2,1,1,1,3,1
Depok,Agribisnis,Mikro_Lv1,2597216,4,2,2,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv3,21390486,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4967443,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3759654,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1798972,2,1,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,1894689,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2947586,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,1670025,1,1,0,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,2090143,2,1,1,1,1,0,2,1
Turi,Jasa,Mikro_Lv1,3383309,3,1,2,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,2849203,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1566970,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,950281,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3956979,1,0,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,4317738,3,1,2,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv3,18667355,7,3,4,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3814497,1,1,0,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv2,7885201,1,1,0,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,1611284,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2688409,4,2,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,1205339,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1490221,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2188120,2,1,1,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,976015,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4908421,2,1,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,2724615,1,0,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4143003,1,1,0,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1302914,2,1,1,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,4062709,1,1,0,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,4995590,1,1,0,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3449271,4,2,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,3805822,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,700211,1,0,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1367481,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1331284,1,0,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2246659,3,1,2,0,0,0,0,0
Berbah,Jasa,Mikro_Lv2,5184215,3,2,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,1360513,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4890741,2,1,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,1881173,1,1,0,1,0,0,1,0
Berbah,Agribisnis,Mikro_Lv1,3426759,2,1,1,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,2624749,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1316473,1,0,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,2135846,1,1,0,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,2226476,2,1,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,1671116,2,1,1,1,1,1,3,1
Ngaglik,Perdagangan,Mikro_Lv1,895991,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3960670,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,4187193,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2964209,3,2,1,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,3870725,4,2,2,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,517903,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2429096,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3876483,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4878023,3,1,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv5,55231308,10,5,5,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,2960461,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2935142,4,2,2,0,0,0,0,0
Prambanan,Agribisnis,Mikro_Lv1,1963138,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2019493,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1964236,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,1829020,3,2,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3893416,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4428408,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv2,7729744,6,3,3,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,4161057,4,2,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,3421984,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2228177,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2239886,4,2,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,3746797,2,1,1,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv1,4110566,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,648306,3,2,1,1,0,0,1,0
Berbah,Jasa,Mikro_Lv2,8459824,1,0,1,1,1,0,2,1
Mlati,Agribisnis,Mikro_Lv3,24073601,3,1,2,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,2287702,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2872413,4,2,2,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,1921742,3,1,2,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv2,9131608,4,2,2,0,0,0,0,0
Pakem,Agribisnis,Mikro_Lv1,3743283,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2380352,4,2,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,3769503,4,2,2,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,4813399,1,1,0,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,3612959,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2750477,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1822924,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4999829,1,1,0,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,756094,2,1,1,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,4804979,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4228489,1,1,0,1,1,0,2,1
Ngemplak,Jasa,Mikro_Lv1,4525481,3,2,1,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,4487338,2,1,1,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,2768103,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv2,5840271,2,1,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,2772660,3,2,1,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,2596852,3,2,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2306129,2,1,1,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,1177578,1,1,0,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv2,8109848,1,1,0,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,1789783,4,2,2,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv3,15605956,6,3,3,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv2,6260561,5,3,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,1820055,4,2,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,4753618,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3732838,1,1,0,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1436232,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,1611227,4,2,2,1,0,0,1,0
Prambanan,Agribisnis,Mikro_Lv1,2367691,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2155443,1,0,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3798771,3,1,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv2,8601627,2,1,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv2,7023106,3,1,2,0,0,0,0,0
Minggir,Jasa,Kecil,192541339,44,21,23,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,4615361,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,9600505,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,2749170,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv2,8836827,6,3,3,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2370942,4,2,2,1,0,0,1,0
Seyegan,Agribisnis,Mikro_Lv1,3430424,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1421594,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,4216714,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3604632,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,4215222,2,1,1,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,3338339,1,1,0,1,0,0,1,0
Berbah,Agribisnis,Mikro_Lv1,626745,4,2,2,1,0,0,1,0
Ngemplak,Agribisnis,Mikro_Lv1,1400794,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1031108,1,1,0,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,3336297,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2564731,2,1,1,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,880703,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,580291,3,1,2,1,0,0,1,0
Cangkringan,Jasa,Mikro_Lv1,4150824,1,1,0,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,1309063,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,776786,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv3,23213079,7,4,3,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3396283,2,1,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,2931275,1,1,0,0,0,0,0,0
Pakem,Jasa,Mikro_Lv2,9650699,3,2,1,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,2796397,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,5516243,5,2,3,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv3,12440342,5,2,3,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2889490,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,540751,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1539535,3,1,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4142192,1,0,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4153451,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4241896,3,1,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,4014734,4,2,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,2801348,4,2,2,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,3019379,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv2,5795063,1,0,1,0,0,0,0,0
Cangkringan,Agribisnis,Mikro_Lv1,4807380,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3782178,1,1,0,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,1265127,3,1,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3438396,3,2,1,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,2637154,2,1,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,2278650,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv3,14668710,8,5,3,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,4526642,4,2,2,1,0,0,1,0
Minggir,Perdagangan,Mikro_Lv1,3442383,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3630108,3,1,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,597375,2,1,1,1,1,0,2,1
Gamping,Jasa,Mikro_Lv1,2042708,1,1,0,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,1351590,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3102226,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv3,17174742,8,4,4,1,1,0,2,1
Ngaglik,Jasa,Mikro_Lv1,3368839,2,1,1,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,2633520,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,3110320,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,956185,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,4779490,4,2,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,2380519,4,2,2,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,3262734,3,2,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv3,10988807,3,2,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,1200066,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4666421,3,2,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,3868513,3,2,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,3087033,3,1,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv2,8514536,6,3,3,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,1375475,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3480631,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2004777,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3227162,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,771984,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,871698,1,0,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,2894712,4,2,2,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,4835807,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4354015,1,1,0,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,4434853,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,1866825,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2437627,3,2,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2699433,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,1157739,2,1,1,0,0,0,0,0
Seyegan,Jasa,Kecil,677658218,34,17,17,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,956982,3,1,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3286278,3,1,2,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,816096,2,1,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,1616741,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,2023155,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4001939,2,1,1,1,1,0,2,1
Kalasan,Perdagangan,Mikro_Lv1,4553235,2,1,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,2558591,3,2,1,1,1,0,2,1
Gamping,Jasa,Mikro_Lv1,1023136,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1531810,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,3643197,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1183098,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,983843,3,2,1,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,3662218,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1316386,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,3357045,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3810752,3,1,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3977915,4,2,2,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,4957976,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3756510,3,2,1,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,1312344,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,2870128,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1439944,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3799248,1,0,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,3046946,2,1,1,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,2238746,1,0,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2352175,1,1,0,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,524022,3,2,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv3,14130390,8,4,4,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1652738,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,906497,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1946846,1,0,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1067476,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,790714,4,2,2,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,568582,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,4201190,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv2,8931500,6,3,3,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,2440634,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv2,7962898,2,1,1,1,1,0,2,1
Minggir,Perdagangan,Mikro_Lv1,2745560,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2962448,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1499529,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4723191,1,1,0,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,3256986,3,2,1,1,1,0,2,1
Prambanan,Jasa,Mikro_Lv1,3778835,4,2,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,706823,3,1,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4983473,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3860408,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2792007,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv2,7718063,5,3,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1860247,1,1,0,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,2482167,3,2,1,0,0,0,0,0
