kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,omset_pct_dalam_skala,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online,is_urban,umur_usaha
Gamping,Jasa,Mikro_Lv1,3394299,0.6432,4,2,2,1,0,0,1,0,1,5
Sleman,Jasa,Mikro_Lv1,1702203,0.2672,1,0,1,1,0,0,1,0,0,2
Sleman,Jasa,Mikro_Lv1,800489,0.0668,2,1,1,0,0,0,0,0,0,4
Mlati,Jasa,Mikro_Lv1,1128937,0.1398,4,2,2,0,0,0,0,0,1,5
Kalasan,Jasa,Mikro_Lv1,542351,0.0094,4,2,2,0,0,0,0,0,1,2
Prambanan,Perdagangan,Mikro_Lv2,9607916,0.9216,6,3,3,0,0,0,0,0,0,6
Depok,Jasa,Mikro_Lv1,3820627,0.7379,4,2,2,0,0,0,0,0,1,4
Gamping,Jasa,Mikro_Lv1,2022872,0.3384,3,2,1,1,0,0,1,0,1,1
Mlati,Jasa,Mikro_Lv1,4893699,0.9764,2,1,1,1,1,0,2,1,1,5
Kalasan,Jasa,Mikro_Lv1,1728391,0.273,4,2,2,1,0,0,1,0,1,2
Kalasan,Perdagangan,Mikro_Lv1,2965254,0.5478,3,2,1,1,1,0,2,1,1,1
Moyudan,Agribisnis,Mikro_Lv1,4641543,0.9203,2,1,1,0,0,0,0,0,0,4
Mlati,Jasa,Mikro_Lv1,1796629,0.2881,2,1,1,0,0,0,0,0,1,1
Depok,Perdagangan,Mikro_Lv1,3102562,0.5783,4,2,2,1,1,0,2,1,1,2
Ngemplak,Perdagangan,Mikro_Lv4,46042207,0.8417,7,4,3,0,0,0,0,0,0,9
Seyegan,Perdagangan,Mikro_Lv1,2355121,0.4122,3,2,1,1,0,0,1,0,0,4
Gamping,Jasa,Mikro_Lv1,4161632,0.8137,3,1,2,1,1,0,2,1,1,1
Depok,Jasa,Mikro_Lv1,2093603,0.3541,3,2,1,0,0,0,0,0,1,1
Depok,Jasa,Mikro_Lv1,4191689,0.8204,4,2,2,1,1,0,2,1,1,2
Ngaglik,Jasa,Mikro_Lv1,1956040,0.3236,2,1,1,1,0,0,1,1,1,5
Kalasan,Jasa,Mikro_Lv1,3219771,0.6044,4,2,2,1,0,0,1,0,1,1
Seyegan,Jasa,Mikro_Lv3,15588162,0.3725,7,3,4,1,1,0,2,1,0,9
Ngaglik,Agribisnis,Mikro_Lv1,969596,0.1044,4,2,2,0,0,0,0,0,1,1
Sleman,Perdagangan,Mikro_Lv1,4049551,0.7888,4,2,2,0,0,0,0,0,0,5
Minggir,Perdagangan,Mikro_Lv1,1298377,0.1774,1,1,0,0,0,0,0,0,0,3
Kalasan,Perdagangan,Mikro_Lv1,4534146,0.8965,3,2,1,0,0,0,0,0,1,2
Prambanan,Jasa,Mikro_Lv1,2201009,0.378,4,2,2,0,0,0,0,0,0,5
Ngemplak,Perdagangan,Mikro_Lv4,43389996,0.7356,5,3,2,0,0,0,0,0,0,12
Depok,Jasa,Mikro_Lv1,1264797,0.17,2,1,1,0,0,0,0,0,1,1
Mlati,Agribisnis,Mikro_Lv1,3119189,0.582,2,1,1,0,0,0,0,0,1,4
Mlati,Jasa,Mikro_Lv1,2385428,0.419,4,2,2,0,0,0,0,0,1,2
Ngaglik,Jasa,Mikro_Lv1,3844181,0.7432,1,1,0,1,0,0,1,0,1,5
Mlati,Perdagangan,Mikro_Lv1,1662108,0.2582,1,1,0,0,0,0,0,0,1,1
Tempel,Jasa,Mikro_Lv4,31244994,0.2498,5,2,3,1,1,0,2,1,0,11
Prambanan,Jasa,Mikro_Lv1,4834965,0.9633,2,1,1,1,1,0,2,1,0,5
Minggir,Perdagangan,Mikro_Lv2,8943183,0.7886,4,2,2,0,0,0,0,0,0,3
Depok,Jasa,Mikro_Lv1,2683721,0.4853,4,2,2,1,0,0,1,0,1,4
Ngaglik,Jasa,Mikro_Lv2,6183132,0.2366,4,2,2,0,0,0,0,0,1,8
Gamping,Jasa,Mikro_Lv1,2254234,0.3898,3,2,1,1,0,0,1,1,1,1
Tempel,Perdagangan,Mikro_Lv2,5099830,0.02,6,4,2,0,0,0,0,0,0,8
Mlati,Perdagangan,Mikro_Lv1,2040709,0.3424,3,2,1,1,0,0,1,0,1,3
Kalasan,Jasa,Mikro_Lv1,2407273,0.4238,2,1,1,1,0,0,1,0,1,5
Mlati,Jasa,Mikro_Lv1,4269421,0.8376,1,1,0,1,1,1,3,1,1,5
Kalasan,Jasa,Mikro_Lv1,2714768,0.4922,3,2,1,1,1,0,2,1,1,2
Prambanan,Perdagangan,Mikro_Lv1,4691533,0.9315,4,2,2,1,1,0,2,1,0,2
Godean,Jasa,Mikro_Lv1,2141345,0.3647,1,1,0,0,0,0,0,0,0,5
Seyegan,Perdagangan,Mikro_Lv1,4480515,0.8846,2,1,1,0,0,0,0,0,0,3
Ngaglik,Agribisnis,Mikro_Lv1,3310860,0.6246,1,1,0,0,0,0,0,0,1,5
Seyegan,Agribisnis,Mikro_Lv1,4753625,0.9453,4,2,2,0,0,0,0,0,0,3
Depok,Perdagangan,Mikro_Lv2,8599696,0.7199,1,1,0,0,0,0,0,0,1,6
Mlati,Jasa,Mikro_Lv1,3498811,0.6664,2,1,1,1,0,0,1,0,1,4
Ngemplak,Jasa,Mikro_Lv1,3552033,0.6782,3,2,1,0,0,0,0,0,0,1
Turi,Perdagangan,Mikro_Lv2,6648036,0.3296,1,0,1,0,0,0,0,0,0,3
Tempel,Perdagangan,Mikro_Lv1,3732094,0.7182,3,2,1,0,0,0,0,0,0,1
Kalasan,Jasa,Mikro_Lv1,2733355,0.4963,3,1,2,1,1,0,2,1,1,4
Tempel,Perdagangan,Mikro_Lv1,2488052,0.4418,2,1,1,1,0,0,1,0,0,5
Gamping,Jasa,Mikro_Lv1,4973156,0.994,2,1,1,0,0,0,0,0,1,5
Mlati,Jasa,Mikro_Lv1,2506456,0.4459,2,1,1,1,0,0,1,0,1,1
Depok,Jasa,Mikro_Lv1,1896629,0.3104,2,1,1,0,0,0,0,0,1,5
Minggir,Jasa,Mikro_Lv1,747117,0.0549,3,2,1,1,0,0,1,0,0,5
Seyegan,Perdagangan,Mikro_Lv1,3986822,0.7748,2,1,1,1,1,0,2,1,0,4
Mlati,Jasa,Mikro_Lv1,1823659,0.2941,4,2,2,1,0,0,1,0,1,2
Kalasan,Jasa,Mikro_Lv1,2851895,0.5226,1,0,1,1,1,1,3,1,1,1
Cangkringan,Jasa,Mikro_Lv1,2342653,0.4095,3,1,2,1,1,0,2,1,0,3
Moyudan,Jasa,Mikro_Lv1,3154979,0.59,1,1,0,1,0,0,1,0,0,2
Ngemplak,Perdagangan,Mikro_Lv1,2445853,0.4324,3,2,1,0,0,0,0,0,0,4
Minggir,Jasa,Mikro_Lv1,4916728,0.9815,3,1,2,1,1,1,3,1,0,3
Mlati,Jasa,Mikro_Lv3,19663576,0.6442,5,3,2,1,1,0,2,1,1,7
Sleman,Jasa,Mikro_Lv1,1635736,0.2524,2,1,1,0,0,0,0,0,0,2
Godean,Perdagangan,Mikro_Lv2,6803137,0.3606,5,3,2,0,0,0,0,0,0,3
Gamping,Perdagangan,Mikro_Lv1,2246075,0.388,4,2,2,0,0,0,0,0,1,1
Depok,Jasa,Mikro_Lv1,1057715,0.1239,2,1,1,0,0,0,0,0,1,2
Seyegan,Perdagangan,Mikro_Lv1,3275883,0.6169,3,1,2,1,0,0,1,0,0,2
Minggir,Jasa,Mikro_Lv1,4677683,0.9284,2,1,1,1,0,0,1,1,0,3
Pakem,Jasa,Mikro_Lv1,3693973,0.7098,2,1,1,0,0,0,0,0,0,4
Godean,Jasa,Mikro_Lv2,6332460,0.2665,5,3,2,1,0,0,1,1,0,3
Sleman,Perdagangan,Mikro_Lv3,19576700,0.6384,5,3,2,1,1,0,2,1,0,10
Tempel,Jasa,Mikro_Lv1,1424399,0.2054,4,2,2,1,1,0,2,1,0,1
Ngemplak,Perdagangan,Mikro_Lv1,2522601,0.4495,3,2,1,0,0,0,0,0,0,5
Depok,Jasa,Mikro_Lv1,1468015,0.2151,3,2,1,1,1,0,2,1,1,4
Kalasan,Jasa,Mikro_Lv1,3516635,0.6704,1,1,0,1,1,0,2,1,1,3
Prambanan,Jasa,Mikro_Lv1,536680,0.0082,1,1,0,1,0,0,1,0,0,5
Godean,Perdagangan,Mikro_Lv1,1422809,0.2051,4,2,2,1,0,0,1,0,0,1
Prambanan,Jasa,Mikro_Lv1,4726425,0.9392,4,2,2,0,0,0,0,0,0,2
Depok,Jasa,Mikro_Lv4,41592353,0.6637,13,7,6,1,1,0,2,1,1,5
Depok,Perdagangan,Mikro_Lv1,2333601,0.4075,3,2,1,0,0,0,0,0,1,1
Gamping,Jasa,Mikro_Lv1,4573992,0.9053,1,0,1,1,1,0,2,1,1,3
Minggir,Perdagangan,Mikro_Lv1,4918349,0.9819,4,2,2,0,0,0,0,0,0,1
Pakem,Perdagangan,Mikro_Lv1,2288204,0.3974,2,1,1,0,0,0,0,0,0,2
Pakem,Jasa,Mikro_Lv1,1622731,0.2495,4,2,2,1,1,0,2,1,0,4
Seyegan,Jasa,Mikro_Lv1,2806142,0.5125,2,1,1,0,0,0,0,0,0,1
Pakem,Jasa,Mikro_Lv1,4331657,0.8515,2,1,1,0,0,0,0,0,0,5
Prambanan,Jasa,Mikro_Lv1,630112,0.0289,3,1,2,0,0,0,0,0,0,5
Cangkringan,Jasa,Mikro_Lv1,4623053,0.9162,4,2,2,1,0,0,1,0,0,1
Ngaglik,Jasa,Mikro_Lv1,4282379,0.8405,1,1,0,1,1,0,2,1,1,2
Cangkringan,Perdagangan,Mikro_Lv1,4253422,0.8341,4,2,2,0,0,0,0,0,0,2
Depok,Jasa,Mikro_Lv1,1753039,0.2785,3,2,1,1,1,0,2,1,1,3
Ngemplak,Jasa,Mikro_Lv1,3369595,0.6377,1,1,0,1,0,0,1,0,0,2
Gamping,Jasa,Mikro_Lv1,1193920,0.1542,3,2,1,1,1,0,2,1,1,1
Minggir,Perdagangan,Mikro_Lv1,4826943,0.9615,3,2,1,0,0,0,0,0,0,5
Prambanan,Jasa,Mikro_Lv1,3226217,0.6058,1,0,1,0,0,0,0,0,0,3
Prambanan,Perdagangan,Mikro_Lv1,4238633,0.8308,4,2,2,1,0,0,1,0,0,5
Turi,Jasa,Mikro_Lv1,4002183,0.7783,3,2,1,1,0,0,1,0,0,3
Seyegan,Jasa,Mikro_Lv1,1736635,0.2748,3,1,2,1,0,0,1,0,0,5
Berbah,Agribisnis,Mikro_Lv1,3408941,0.6464,2,1,1,1,0,0,1,0,0,3
Depok,Jasa,Mikro_Lv1,4690635,0.9313,1,1,0,0,0,0,0,0,1,5
Depok,Jasa,Mikro_Lv1,1204914,0.1566,4,2,2,0,0,0,0,0,1,1
Sleman,Perdagangan,Mikro_Lv1,1025982,0.1169,4,2,2,1,0,0,1,0,0,2
Kalasan,Agribisnis,Mikro_Lv1,4080196,0.7956,4,2,2,0,0,0,0,0,1,2
Tempel,Perdagangan,Mikro_Lv1,3812739,0.7362,4,2,2,1,1,1,3,1,0,5
Minggir,Perdagangan,Mikro_Lv1,3469137,0.6598,3,1,2,1,1,1,3,1,0,3
Turi,Jasa,Mikro_Lv1,3234711,0.6077,3,2,1,1,0,0,1,0,0,4
Sleman,Perdagangan,Mikro_Lv1,4896850,0.9771,2,1,1,0,0,0,0,0,0,5
Depok,Agribisnis,Mikro_Lv1,1260397,0.169,3,1,2,0,0,0,0,0,1,3
Seyegan,Jasa,Mikro_Lv2,7761774,0.5524,6,3,3,1,1,0,2,1,0,6
Depok,Jasa,Mikro_Lv2,6714185,0.3428,4,2,2,1,1,0,2,1,1,3
Sleman,Jasa,Mikro_Lv2,8036126,0.6072,5,3,2,1,1,0,2,1,0,4
Kalasan,Jasa,Mikro_Lv2,9633005,0.9266,6,3,3,1,1,0,2,1,1,6
Prambanan,Jasa,Mikro_Lv1,1292539,0.1761,1,1,0,0,0,0,0,0,0,5
Sleman,Jasa,Mikro_Lv1,2805129,0.5123,2,1,1,0,0,0,0,0,0,1
Tempel,Jasa,Mikro_Lv1,2224931,0.3833,1,0,1,0,0,0,0,0,0,1
Minggir,Jasa,Mikro_Lv1,1661341,0.2581,1,1,0,1,0,0,1,0,0,2
Tempel,Jasa,Mikro_Lv1,916428,0.0925,3,1,2,1,1,0,2,1,0,3
Mlati,Jasa,Mikro_Lv2,5576435,0.1153,4,2,2,1,1,0,2,1,1,5
Sleman,Jasa,Mikro_Lv2,5889515,0.1779,4,2,2,0,0,0,0,0,0,6
Pakem,Perdagangan,Mikro_Lv1,1367595,0.1928,1,1,0,0,0,0,0,0,0,1
Depok,Jasa,Mikro_Lv1,770153,0.06,3,2,1,1,1,0,2,1,1,5
Depok,Perdagangan,Mikro_Lv1,4018652,0.7819,3,2,1,1,1,0,2,1,1,2
Prambanan,Perdagangan,Mikro_Lv1,3423728,0.6497,3,2,1,0,0,0,0,0,0,4
Sleman,Jasa,Mikro_Lv1,523119,0.0051,2,1,1,0,0,0,0,0,0,4
Kalasan,Jasa,Mikro_Lv1,2905071,0.5345,3,1,2,1,1,1,3,1,1,2
Sleman,Perdagangan,Mikro_Lv1,2020910,0.338,3,2,1,0,0,0,0,0,0,3
Depok,Perdagangan,Mikro_Lv1,2828897,0.5175,3,2,1,0,0,0,0,0,1,1
Gamping,Perdagangan,Mikro_Lv1,3193867,0.5986,2,1,1,0,0,0,0,0,1,5
Gamping,Perdagangan,Mikro_Lv4,35219047,0.4088,8,4,4,1,0,0,1,1,1,14
Ngemplak,Agribisnis,Mikro_Lv1,577347,0.0172,3,2,1,1,1,0,2,1,0,3
Ngaglik,Jasa,Mikro_Lv1,4233643,0.8297,2,1,1,1,1,0,2,1,1,2
Gamping,Agribisnis,Mikro_Lv2,6691368,0.3383,4,2,2,1,1,0,2,1,1,8
Seyegan,Perdagangan,Mikro_Lv1,802587,0.0672,3,2,1,0,0,0,0,0,0,3
Ngaglik,Jasa,Mikro_Lv1,2156094,0.368,3,1,2,0,0,0,0,0,1,1
Seyegan,Jasa,Mikro_Lv1,1964011,0.3253,4,2,2,1,1,0,2,1,0,1
Cangkringan,Perdagangan,Mikro_Lv1,2962172,0.5471,4,2,2,0,0,0,0,0,0,4
Moyudan,Jasa,Mikro_Lv1,1350262,0.1889,4,2,2,1,1,0,2,1,0,4
Berbah,Jasa,Mikro_Lv1,4393644,0.8653,1,1,0,1,1,0,2,1,0,1
Berbah,Jasa,Mikro_Lv1,3199203,0.5998,4,2,2,0,0,0,0,0,0,1
Depok,Perdagangan,Mikro_Lv2,6951330,0.3903,6,3,3,1,1,0,2,1,1,8
Sleman,Jasa,Mikro_Lv1,1581458,0.2403,2,1,1,1,0,0,1,0,0,2
Moyudan,Jasa,Mikro_Lv1,2628520,0.473,1,1,0,0,0,0,0,0,0,2
Ngaglik,Agribisnis,Mikro_Lv1,4745337,0.9434,2,1,1,0,0,0,0,0,1,5
Tempel,Perdagangan,Mikro_Lv1,4556561,0.9015,1,1,0,0,0,0,0,0,0,1
Sleman,Agribisnis,Mikro_Lv1,795943,0.0658,2,1,1,0,0,0,0,0,0,4
Depok,Perdagangan,Mikro_Lv1,1402997,0.2007,4,2,2,1,1,0,2,1,1,1
Gamping,Perdagangan,Mikro_Lv1,1598160,0.244,4,2,2,0,0,0,0,0,1,2
Pakem,Perdagangan,Mikro_Lv1,3467658,0.6595,4,2,2,0,0,0,0,0,0,2
Ngaglik,Agribisnis,Mikro_Lv1,964944,0.1033,3,2,1,0,0,0,0,0,1,5
Ngemplak,Jasa,Mikro_Lv1,3688018,0.7084,4,2,2,0,0,0,0,0,0,4
Prambanan,Agribisnis,Mikro_Lv2,6511718,0.3023,4,2,2,0,0,0,0,0,0,2
Gamping,Perdagangan,Mikro_Lv1,2105869,0.3569,4,2,2,1,1,0,2,1,1,4
Gamping,Agribisnis,Mikro_Lv1,2613685,0.4697,3,1,2,0,0,0,0,0,1,1
Moyudan,Jasa,Mikro_Lv1,2430917,0.4291,4,2,2,1,0,0,1,0,0,2
Tempel,Jasa,Mikro_Lv2,8228335,0.6457,3,2,1,1,0,0,1,0,0,3
Tempel,Jasa,Mikro_Lv1,3004153,0.5565,4,2,2,0,0,0,0,0,0,3
Moyudan,Perdagangan,Mikro_Lv1,3779115,0.7287,1,1,0,0,0,0,0,0,0,5
Sleman,Agribisnis,Mikro_Lv1,3106804,0.5793,1,0,1,0,0,0,0,0,0,5
Tempel,Agribisnis,Mikro_Lv3,22355013,0.8237,5,3,2,0,0,0,0,0,0,4
Depok,Perdagangan,Mikro_Lv1,1439044,0.2087,3,2,1,1,0,0,1,0,1,1
Mlati,Perdagangan,Mikro_Lv1,1738503,0.2752,2,1,1,0,0,0,0,0,1,1
Sleman,Jasa,Mikro_Lv1,4533310,0.8963,1,1,0,0,0,0,0,0,0,1
Pakem,Perdagangan,Mikro_Lv1,1494670,0.221,1,1,0,1,0,0,1,0,0,1
Moyudan,Perdagangan,Mikro_Lv2,8562452,0.7125,6,3,3,1,0,0,1,0,0,5
Berbah,Jasa,Mikro_Lv1,3728763,0.7175,2,1,1,1,1,0,2,1,0,5
Moyudan,Jasa,Mikro_Lv1,1430340,0.2067,2,1,1,1,0,0,1,0,0,5
Berbah,Jasa,Mikro_Lv1,714514,0.0477,1,1,0,1,0,0,1,0,0,3
Sleman,Jasa,Mikro_Lv1,4116177,0.8036,4,2,2,0,0,0,0,0,0,1
Sleman,Jasa,Mikro_Lv1,3301377,0.6225,2,1,1,1,0,0,1,1,0,1
Tempel,Jasa,Mikro_Lv1,1052766,0.1228,4,2,2,1,1,1,3,1,0,3
Berbah,Perdagangan,Mikro_Lv1,3424210,0.6498,4,2,2,0,0,0,0,0,0,1
Sleman,Jasa,Mikro_Lv1,4990759,0.9979,4,2,2,1,0,0,1,0,0,5
Godean,Perdagangan,Mikro_Lv1,1591550,0.2426,1,1,0,0,0,0,0,0,0,2
Tempel,Jasa,Mikro_Lv1,1783399,0.2852,4,2,2,0,0,0,0,0,0,5
Godean,Jasa,Mikro_Lv1,3645917,0.6991,1,0,1,0,0,0,0,0,0,5
Moyudan,Jasa,Mikro_Lv1,603018,0.0229,4,2,2,0,0,0,0,0,0,5
Ngemplak,Jasa,Mikro_Lv1,2175684,0.3724,3,2,1,0,0,0,0,0,0,5
Berbah,Perdagangan,Mikro_Lv1,4583155,0.9074,3,1,2,0,0,0,0,0,0,4
Mlati,Jasa,Mikro_Lv1,1906831,0.3126,3,1,2,0,0,0,0,0,1,4
Godean,Jasa,Mikro_Lv1,3588300,0.6863,2,1,1,0,0,0,0,0,0,4
Prambanan,Perdagangan,Mikro_Lv1,4184695,0.8188,2,1,1,0,0,0,0,0,0,3
Moyudan,Perdagangan,Mikro_Lv1,1491166,0.2203,3,2,1,1,0,0,1,0,0,5
Turi,Jasa,Mikro_Lv1,2076446,0.3503,2,1,1,0,0,0,0,0,0,5
Sleman,Perdagangan,Mikro_Lv2,8655980,0.7312,3,2,1,1,0,0,1,0,0,3
Turi,Jasa,Mikro_Lv1,1408478,0.2019,1,0,1,0,0,0,0,0,0,2
Moyudan,Jasa,Mikro_Lv1,3962513,0.7694,1,0,1,0,0,0,0,0,0,5
Prambanan,Agribisnis,Mikro_Lv1,3284629,0.6188,2,1,1,0,0,0,0,0,0,2
Godean,Jasa,Mikro_Lv1,1199830,0.1555,3,1,2,0,0,0,0,0,0,3
Tempel,Jasa,Mikro_Lv1,1334175,0.1854,2,1,1,1,1,0,2,1,0,2
Mlati,Perdagangan,Mikro_Lv1,951436,0.1003,2,1,1,0,0,0,0,0,1,5
Prambanan,Perdagangan,Mikro_Lv1,4069153,0.7931,3,2,1,0,0,0,0,0,0,4
Prambanan,Perdagangan,Mikro_Lv1,2752346,0.5005,1,1,0,1,0,0,1,0,0,4
Tempel,Jasa,Mikro_Lv1,1143606,0.143,2,1,1,0,0,0,0,0,0,1
Minggir,Perdagangan,Mikro_Lv1,1263871,0.1697,1,1,0,1,0,0,1,0,0,4
Gamping,Jasa,Mikro_Lv4,31051867,0.2421,10,5,5,1,1,0,2,1,1,7
Sleman,Jasa,Mikro_Lv1,2632343,0.4739,2,1,1,0,0,0,0,0,0,1
Prambanan,Jasa,Mikro_Lv1,2335980,0.408,4,2,2,0,0,0,0,0,0,3
Ngemplak,Jasa,Mikro_Lv1,1898916,0.3109,2,1,1,0,0,0,0,0,0,5
Kalasan,Perdagangan,Mikro_Lv1,558175,0.0129,2,1,1,0,0,0,0,0,1,3
Tempel,Jasa,Mikro_Lv1,1306575,0.1792,1,1,0,0,0,0,0,0,0,2
Ngaglik,Perdagangan,Mikro_Lv1,3315702,0.6257,4,2,2,0,0,0,0,0,1,2
Gamping,Perdagangan,Mikro_Lv2,9262007,0.8524,1,1,0,1,1,0,2,1,1,2
Berbah,Perdagangan,Mikro_Lv1,2551763,0.4559,3,1,2,1,0,0,1,0,0,5
Mlati,Jasa,Mikro_Lv1,534187,0.0076,4,2,2,1,1,1,3,1,1,4
Mlati,Jasa,Mikro_Lv1,1419284,0.2043,4,2,2,0,0,0,0,0,1,2
Godean,Jasa,Mikro_Lv1,2135543,0.3635,2,1,1,1,1,0,2,1,0,5
Gamping,Jasa,Mikro_Lv1,2446698,0.4326,2,1,1,1,0,0,1,1,1,2
Tempel,Perdagangan,Mikro_Lv1,4785938,0.9524,3,1,2,0,0,0,0,0,0,1
Tempel,Jasa,Mikro_Lv2,5659012,0.1318,2,1,1,0,0,0,0,0,0,5
Kalasan,Perdagangan,Mikro_Lv1,4845701,0.9657,2,1,1,0,0,0,0,0,1,2
Tempel,Jasa,Mikro_Lv1,3618020,0.6929,2,1,1,1,0,0,1,1,0,5
Ngaglik,Perdagangan,Mikro_Lv1,1689611,0.2644,1,1,0,0,0,0,0,0,1,1
Mlati,Jasa,Mikro_Lv3,22838368,0.8559,8,4,4,1,1,0,2,1,1,7
Minggir,Perdagangan,Mikro_Lv1,774722,0.061,2,1,1,0,0,0,0,0,0,2
Sleman,Agribisnis,Mikro_Lv1,643274,0.0318,3,1,2,0,0,0,0,0,0,3
Kalasan,Jasa,Mikro_Lv3,10678627,0.0452,2,1,1,1,0,0,1,0,1,3
Ngaglik,Perdagangan,Mikro_Lv1,4019073,0.782,2,1,1,0,0,0,0,0,1,4
Depok,Perdagangan,Mikro_Lv1,1591426,0.2425,3,2,1,0,0,0,0,0,1,1
Berbah,Jasa,Mikro_Lv1,3350442,0.6334,3,1,2,1,1,0,2,1,0,5
Sleman,Perdagangan,Mikro_Lv1,2703899,0.4898,1,0,1,0,0,0,0,0,0,3
Godean,Jasa,Mikro_Lv1,4283424,0.8408,2,1,1,1,1,0,2,1,0,3
Ngaglik,Jasa,Mikro_Lv1,3019494,0.5599,4,2,2,1,0,0,1,0,1,5
Turi,Agribisnis,Mikro_Lv1,3519863,0.6711,2,1,1,0,0,0,0,0,0,5
Turi,Jasa,Mikro_Lv1,4102147,0.8005,2,1,1,1,1,0,2,1,0,2
Depok,Jasa,Mikro_Lv1,3720511,0.7157,4,2,2,1,1,1,3,1,1,3
Berbah,Jasa,Mikro_Lv1,906433,0.0903,1,1,0,0,0,0,0,0,0,2
Ngaglik,Agribisnis,Mikro_Lv1,2860532,0.5246,1,1,0,1,1,0,2,1,1,3
Berbah,Jasa,Mikro_Lv1,4943830,0.9875,1,1,0,1,1,1,3,1,0,2
Gamping,Jasa,Mikro_Lv1,4620522,0.9157,2,1,1,1,1,1,3,1,1,4
Depok,Perdagangan,Mikro_Lv1,3807689,0.735,1,1,0,0,0,0,0,0,1,3
Seyegan,Jasa,Mikro_Lv1,982974,0.1073,2,1,1,0,0,0,0,0,0,5
Depok,Jasa,Mikro_Lv1,1486354,0.2192,1,1,0,0,0,0,0,0,1,4
Pakem,Jasa,Mikro_Lv1,2562639,0.4584,1,1,0,0,0,0,0,0,0,4
Seyegan,Agribisnis,Mikro_Lv1,625312,0.0278,3,1,2,0,0,0,0,0,0,5
Seyegan,Jasa,Mikro_Lv1,2352119,0.4116,4,2,2,1,1,0,2,1,0,4
Cangkringan,Jasa,Mikro_Lv1,3020651,0.5601,1,1,0,1,0,0,1,0,0,4
Prambanan,Perdagangan,Mikro_Lv1,1407043,0.2016,2,1,1,0,0,0,0,0,0,5
Pakem,Perdagangan,Mikro_Lv1,1145647,0.1435,1,1,0,0,0,0,0,0,0,3
Depok,Perdagangan,Mikro_Lv5,87024226,0.7405,14,8,6,0,0,0,0,0,1,12
Berbah,Jasa,Mikro_Lv2,9738168,0.9476,2,1,1,1,1,0,2,1,0,4
Minggir,Perdagangan,Mikro_Lv1,3990145,0.7756,3,2,1,0,0,0,0,0,0,2
Kalasan,Perdagangan,Mikro_Lv1,4608189,0.9129,2,1,1,0,0,0,0,0,1,4
Depok,Perdagangan,Mikro_Lv2,8625057,0.725,1,1,0,1,0,0,1,1,1,2
Tempel,Jasa,Mikro_Lv2,7216381,0.4433,1,1,0,0,0,0,0,0,0,8
Ngemplak,Perdagangan,Mikro_Lv1,2413587,0.4252,4,2,2,0,0,0,0,0,0,5
Minggir,Perdagangan,Mikro_Lv1,3134659,0.5855,1,1,0,1,0,0,1,0,0,2
Cangkringan,Jasa,Mikro_Lv1,3495050,0.6656,2,1,1,0,0,0,0,0,0,1
Depok,Perdagangan,Mikro_Lv1,2947600,0.5439,2,1,1,0,0,0,0,0,1,1
Mlati,Jasa,Mikro_Lv1,3726966,0.7171,1,1,0,1,1,0,2,1,1,2
Seyegan,Perdagangan,Mikro_Lv1,3426510,0.6503,3,1,2,0,0,0,0,0,0,2
Gamping,Perdagangan,Mikro_Lv1,1457867,0.2129,4,2,2,0,0,0,0,0,1,1
Berbah,Jasa,Mikro_Lv1,3364512,0.6366,4,2,2,0,0,0,0,0,0,1
Gamping,Jasa,Mikro_Lv1,4003965,0.7787,3,2,1,1,0,0,1,0,1,1
Ngaglik,Perdagangan,Mikro_Lv1,1675294,0.2612,4,2,2,0,0,0,0,0,1,3
Gamping,Perdagangan,Mikro_Lv1,3790576,0.7312,4,2,2,1,1,0,2,1,1,2
Berbah,Jasa,Mikro_Lv1,4538913,0.8975,3,2,1,1,1,0,2,1,0,4
Mlati,Perdagangan,Mikro_Lv1,1249440,0.1665,2,1,1,1,0,0,1,0,1,3
Mlati,Perdagangan,Mikro_Lv1,880445,0.0845,1,0,1,0,0,0,0,0,1,4
Gamping,Jasa,Mikro_Lv1,3062114,0.5694,2,1,1,1,1,0,2,1,1,1
Turi,Perdagangan,Mikro_Lv1,2008077,0.3351,4,2,2,0,0,0,0,0,0,5
Berbah,Jasa,Mikro_Lv1,1652154,0.256,4,2,2,1,0,0,1,0,0,1
Moyudan,Perdagangan,Mikro_Lv1,4873415,0.9719,1,1,0,0,0,0,0,0,0,4
Ngemplak,Perdagangan,Mikro_Lv2,7505168,0.501,5,2,3,1,0,0,1,0,0,3
Tempel,Jasa,Mikro_Lv1,2761516,0.5026,1,1,0,1,0,0,1,0,0,1
Moyudan,Jasa,Mikro_Lv1,2085851,0.3524,4,2,2,0,0,0,0,0,0,3
Ngemplak,Jasa,Mikro_Lv1,3964060,0.7698,3,2,1,0,0,0,0,0,0,5
Ngaglik,Perdagangan,Mikro_Lv1,3479465,0.6621,1,1,0,0,0,0,0,0,1,2
Godean,Perdagangan,Mikro_Lv1,1917098,0.3149,1,0,1,0,0,0,0,0,0,2
Kalasan,Perdagangan,Mikro_Lv1,3324514,0.6277,1,1,0,0,0,0,0,0,1,3
Cangkringan,Perdagangan,Mikro_Lv1,2029546,0.3399,2,1,1,0,0,0,0,0,0,4
Cangkringan,Perdagangan,Mikro_Lv1,3312627,0.625,4,2,2,1,0,0,1,0,0,1
